"","GLDS-6_array_Rnor_SDR_keratinocytes_CTRL_Rep1_GSM144733_raw1.CEL.gz","GLDS-6_array_Rnor_SDR_keratinocytes_CTRL_Rep2_GSM144734_raw.CEL.gz","GLDS-6_array_Rnor_SDR_keratinocytes_CTRL_Rep3_GSM144735_raw.CEL.gz","GLDS-6_array_Rnor_SDR_keratinocytes_IR_56Fe_Rep1_GSM144736_raw.CEL.gz","GLDS-6_array_Rnor_SDR_keratinocytes_IR_56Fe_Rep2_GSM144737_raw.CEL.gz","GLDS-6_array_Rnor_SDR_keratinocytes_IR_56Fe_Rep3_GSM144738_raw.CEL.gz"
"1383551_at",8.04148638562977,7.94668682628343,7.98756843980934,8.09002615516108,8.21410053534903,8.09347570172851
"1383552_at",5.62601388116714,5.70482390758008,5.59020923615099,5.76242274515444,5.85648041854437,5.64483092249205
"1383553_at",7.4261662714556,7.42932247158023,7.52517151844659,7.30052165670037,7.3572173581405,7.33640965303928
"1383554_at",4.03450896225119,4.30108834276508,4.31552068329652,4.37311867983479,4.21665541734084,4.21665541734084
"1383555_at",8.63669798784655,8.75271526034374,8.62485678454223,8.80348887034785,8.76467159610856,8.62060975385092
"1383556_at",7.00609489273687,6.77966994628617,7.16926686187064,6.79541782864561,6.76476286229744,6.77575829454559
"1383557_at",2.75064894731774,2.71801868255765,2.8160675116105,2.69239345044931,2.71436845384066,2.70227495601497
"1383558_at",7.59455787711653,7.69456034482356,7.66802511448202,7.74554907994121,7.68417139220275,7.84615710340646
"1383559_at",8.00482440417973,7.97311205046506,8.13176858617177,8.00740984035764,8.10646541573433,8.02194559122355
"1383560_at",4.86559234218204,5.29863224001281,5.03058950438616,5.0917994892928,4.95475896295717,4.92336307294202
"1383561_at",5.48726618774149,5.52774648566356,5.29897586689336,5.4181578510785,5.4948469866722,5.29491394954624
"1383562_at",4.32393752351596,4.33016713375971,4.41083392979615,4.24336567747399,4.26030695356651,3.9092996271521
"1383563_at",6.77831660486499,6.79064912860681,6.877822377393,6.60890337931934,6.62806544344714,6.20748232328108
"1383564_at",6.4727721520379,6.25897394077684,6.53253181688697,6.92211499725684,6.8171858479959,6.81521165286861
"1383565_at",3.72812480428521,3.54803188858241,3.51295068665309,3.51689099082957,3.41469323119485,3.27173406710808
"1383566_at",3.53417944136979,3.8098404859487,3.56744834780546,3.51676768334458,3.31865325821107,3.28457013516678
"1383567_at",5.19514845542062,5.52081986868582,5.40666877896715,5.28531374456308,5.60140803047788,5.00449493957766
"1383568_at",5.96173133163379,6.10420795743321,5.73641924866643,6.34185910497262,6.42904705920278,6.27500149569849
"1383569_at",4.07928701827608,4.16209335206727,4.24904792709472,4.1377984346279,4.29359662249106,4.00377851429494
"1383570_at",7.90269489139293,7.84983955587675,7.82833854586954,7.85172639831053,8.05133422464931,7.96251430361892
"1383571_at",7.68728142456342,7.44825754688091,7.61068811094138,7.78853849335395,7.80901703431691,7.64166614382783
"1383572_at",9.31102004804052,9.33091047295114,9.37960235337616,9.37285332110961,9.39221315418091,9.56661638908813
"1383573_at",6.04810456367325,5.88236955162742,5.69594843471607,5.86015856209288,6.00751559332992,5.64843983158999
"1383574_at",7.48153210268487,7.58758166829105,7.41866762648395,7.39706327305804,7.534782933123,7.29559785449317
"1383575_at",4.3345229090865,4.16648228416956,4.37052698748429,4.26818154578094,4.16648228416956,4.23808043373794
"1383576_at",7.14863688958881,6.9888624963621,7.05022953224453,7.02735248430841,7.10762818175611,7.11831509785243
"1383577_at",6.8760650930497,6.76102532260833,6.75317191724009,6.68107595141331,6.70759549701854,6.57766927528455
"1383578_at",8.46362217820472,8.28913336165017,8.05069329180118,8.88957403646677,8.82370595864771,8.92644959392595
"1383579_at",3.79477543767858,3.67562753114671,3.54470321135601,3.55304944119055,3.69016362481952,3.30097972244034
"1383580_at",6.73916985827832,6.80163437078636,6.94959357986388,7.17065944217445,7.09847878763986,7.17544293852422
"1383581_at",9.76216434827731,9.6532572347677,9.9603826325747,10.3749739241118,10.3695782258834,10.3449139639303
"1383582_at",10.309597276701,10.1582774300518,10.3153596042975,10.4712217616371,10.3918594131334,10.4894560018933
"1383583_at",3.20743057407236,3.02105322590402,3.17313089555537,3.31316475412957,3.25157675931712,3.60643915041785
"1383584_at",6.21069813982839,6.29907322165123,6.31687533301989,6.30856241702772,6.29595265928489,6.09574844402587
"1383585_s_at",2.59512322182159,2.54792011578113,2.2586255542332,2.57616110907183,2.58794431012724,2.51522411461985
"1383586_at",8.75222908186668,8.79798063786916,8.73395405239129,8.68048492631805,8.74417363384627,8.62006616386345
"1383587_at",8.14458949752347,8.19273396895243,8.04594386114614,8.08675633333389,8.22133205635741,8.49465849521887
"1383588_at",3.3353719598824,3.56368116569928,3.41004554040552,3.14145737515175,3.62078507563076,3.44786722229806
"1383589_at",9.54045714051466,9.38470992827889,9.31745818011873,9.33754998494142,9.32393052061874,9.14218788630415
"1383590_at",2.72442351528936,2.82206428138978,2.87813371518814,2.80466274937944,2.89470106393652,2.81522739964852
"1383591_at",9.05557086069122,9.04710902616322,8.97376346713523,9.02200354251908,9.17307218303366,8.99359214932578
"1383592_at",2.87654186829984,2.79343406163094,2.70364729749458,2.88970844263052,2.96847584925198,2.9760885929167
"1383593_at",8.72197376916614,8.68679426628486,8.59480388891424,8.48153267402092,8.56041809939777,8.50258662651416
